"","rs","lyap"
"880",3.879,0.452056325759651
"881",3.88,0.450134774569992
"882",3.881,0.464407427940436
"883",3.882,0.472161113565305
"884",3.883,0.471400466561452
"885",3.884,0.468631663849871
"886",3.885,0.464767187938675
"887",3.886,0.454104737917267
"888",3.887,0.45827613332926
"889",3.888,0.451849015474067
"890",3.889,0.470152696243047
"891",3.89,0.475072082744258
"892",3.891,0.476821394815131
"893",3.892,0.478666291856246
"894",3.893,0.473958316190095
"895",3.894,0.47883761092947
"896",3.895,0.494676649928406
"897",3.896,0.487461361614768
"898",3.897,0.489578838471439
"899",3.898,0.492620314137177
"900",3.899,0.490467594365883
"901",3.9,0.475773294651006
"902",3.901,0.480684290581365
"903",3.902,0.488285489601086
"904",3.903,0.483202515953877
"905",3.904,0.484907054524627
"906",3.905,0.477776142376567
"907",3.906,-0.0464415230483042
"908",3.907,0.39535310090855
"909",3.908,0.436620817213048
"910",3.909,0.467752023391973
"911",3.91,0.474676747411015
"912",3.911,0.482899475609645
"913",3.912,0.477615874425874
"914",3.913,0.485451167763324
"915",3.914,0.488279061143918
"916",3.915,0.489909951787852
"917",3.916,0.509180681870359
"918",3.917,0.507674323509292
"919",3.918,0.50523968442503
"920",3.919,0.511092913416296
"921",3.92,0.518086351711468
"922",3.921,0.511679896296424
"923",3.922,0.506138645269626
"924",3.923,0.509766989466242
"925",3.924,0.508891010408357
"926",3.925,0.521186865491015
"927",3.926,0.522956084201711
"928",3.927,0.527932558827324
"929",3.928,0.528314907472403
"930",3.929,0.528121183564752
"931",3.93,0.53386969450028
"932",3.931,0.531502390995419
"933",3.932,0.537104154551076
"934",3.933,0.53929525655726
"935",3.934,0.540490236935678
"936",3.935,0.537710629484876
"937",3.936,0.536053685876723
"938",3.937,0.537496439965946
"939",3.938,0.518243195184944
"940",3.939,0.534671842191428
"941",3.94,0.535931848950103
"942",3.941,0.54005570697434
"943",3.942,0.545351416946697
"944",3.943,0.548232881322465
"945",3.944,0.553151369409766
"946",3.945,0.546393034246316
"947",3.946,0.551953098344081
"948",3.947,0.550108247922039
"949",3.948,0.55144780277319
"950",3.949,0.562586979590737
"951",3.95,0.559361955408395
"952",3.951,0.551381261149233
"953",3.952,0.555457983262336
"954",3.953,0.564315471084709
"955",3.954,0.564125428127031
"956",3.955,0.557949869959688
"957",3.956,0.568043447074626
"958",3.957,0.566047132625847
"959",3.958,0.560991143141326
"960",3.959,0.562295773234875
"961",3.96,0.523090021098739
"962",3.961,-0.110646954914402
"963",3.962,0.474552446686769
"964",3.963,0.541413949046428
"965",3.964,0.545536146042499
"966",3.965,0.556721334134934
"967",3.966,0.561729286490178
"968",3.967,0.562674118007679
"969",3.968,0.566837343561298
"970",3.969,0.504452965533094
"971",3.97,0.577833115576433
"972",3.971,0.579474342248783
"973",3.972,0.581770529039392
"974",3.973,0.583463446360038
"975",3.974,0.582591445779409
"976",3.975,0.587527335104149
"977",3.976,0.588654925063134
"978",3.977,0.594656426758343
"979",3.978,0.577881454197927
"980",3.979,0.594255090821447
"981",3.98,0.600650500196416
"982",3.981,0.596712499492595
"983",3.982,0.605465880442978
"984",3.983,0.60549351625239
"985",3.984,0.606143599995037
"986",3.985,0.60845034256406
"987",3.986,0.610683532154867
"988",3.987,0.616585437242325
"989",3.988,0.619280112149496
"990",3.989,0.622033263533459
"991",3.99,0.621547398400548
"992",3.991,0.621134964071957
"993",3.992,0.620859994227557
"994",3.993,0.626372206282198
"995",3.994,0.633540564423724
"996",3.995,0.636678644818722
"997",3.996,0.639441590488982
"998",3.997,0.644560960233803
"999",3.998,0.650131838981765
"1000",3.999,0.660368767372058
"1001",4,0.67234457716364
